,Customer_ID,Card_type,City,Gender,Credit_limit,Balance,Payments,Purchases,Oneoff_purchases,Installment_purchases,Cash_advance,Purchase_frequency,Oneoff_purchase_frequency,Purchase_installment_frequency
19,C10020,Silver,Chennai,Male,4000.0,3577.970933,1053.980464,398.64,0.0,398.64,0.0,1.0,0.0,1.0
20,C10021,Silver,Pune,Female,2000.0,2016.684686,223.0686,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667
21,C10022,Platinum,Bengaluru,Male,11250.0,4942.9272155,2077.959051,2715.8725000000004,1443.5124999999998,449.91,229.028245,1.0,0.75,1.0
22,C10023,Silver,Pune,Female,1800.0,132.34224,2359.629958,815.9,0.0,815.9,0.0,1.0,0.0,1.0
23,C10024,Gold,Bengaluru,Female,9000.0,3800.151377,4177.921542875,2715.8725000000004,1443.5124999999998,793.79,2784.5528481250003,1.0,0.083333,0.916667
24,C10025,Gold,Kolkata,Male,6000.0,4942.9272155,1422.726707,0.0,0.0,0.0,798.949863,0.0,0.0,0.0
25,C10026,Silver,Chennai,Male,3000.0,169.781679,215.306142,399.6,0.0,399.6,0.0,1.0,0.0,1.0
26,C10027,Silver,Pune,Female,1700.0,1615.96724,890.178845,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0
27,C10028,Silver,Pune,Female,1000.0,125.694817,207.773715,233.28,0.0,233.28,0.0,1.0,0.0,1.0
28,C10029,Platinum,Bengaluru,Male,10500.0,4942.9272155,1601.448347,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667
29,C10030,Gold,Kolkata,Male,6900.0,22.06349,160.767773,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667
30,C10031,Platinum,Delhi,Male,13000.0,4942.9272155,4177.921542875,2715.8725000000004,1013.2,1171.59375,2784.5528481250003,1.0,0.166667,1.0
31,C10032,Gold,Kolkata,Male,6000.0,1162.273324,645.998299,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0
32,C10033,Platinum,Bengaluru,Male,10500.0,4942.9272155,1720.118876,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0
33,C10034,Silver,Pune,Female,1200.0,125.660453,423.449696,636.79,636.79,0.0,0.0,0.916667,0.75,0.0
34,C10035,Platinum,Bengaluru,Male,11000.0,3517.101616,4177.921542875,547.28,0.0,547.28,0.0,1.0,0.0,1.0
35,C10036,Silver,Pune,Female,1800.0,1656.350781,351.500199,0.0,0.0,0.0,99.264367,0.0,0.0,0.0
36,C10037,Gold,Bengaluru,Female,9000.0,4942.9272155,1636.361601,0.0,0.0,0.0,2784.5528481250003,0.0,0.0,0.0
37,C10038,Gold,Kolkata,Male,5000.0,4047.480828,1617.894416,2380.55,1443.5124999999998,738.38,1697.660901,0.75,0.5,0.75
38,C10039,Gold,Bengaluru,Female,9000.0,4942.9272155,1237.111661,204.0,204.0,0.0,2784.5528481250003,0.083333,0.083333,0.0
39,C10040,Gold,Kolkata,Male,7500.0,1411.60223,4177.921542875,963.24,963.24,0.0,2784.5528481250003,0.083333,0.083333,0.0
40,C10041,Silver,Pune,Female,1800.0,663.44781,3067.05783,0.0,0.0,0.0,2784.5528481250003,0.0,0.0,0.0
41,C10043,Silver,Chennai,Male,3000.0,784.889762,1262.309666,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333
42,C10044,Gold,Chennai,Male,4500.0,4104.710798,868.275275,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0
43,C10045,Silver,Pune,Female,1500.0,1360.742377,378.294227,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0
44,C10046,Gold,Bengaluru,Female,8500.0,4942.9272155,1430.341501,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0
45,C10047,Silver,Pune,Female,2400.0,2242.311686,0.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333
46,C10048,Silver,Pune,Female,1700.0,474.447149,176.013005,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25
47,C10049,Silver,Chennai,Male,4200.0,3910.111237,0.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0
48,C10050,Silver,Chennai,Male,3300.0,229.867179,2543.953559,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0
49,C10051,Silver,Chennai,Male,4000.0,863.809833,587.866451,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0
50,C10052,Platinum,Delhi,Male,12000.0,4931.331857,4177.921542875,901.42,646.07,255.35,2784.5528481250003,0.625,0.375,0.25
51,C10053,Silver,Pune,Male,2500.0,1078.888565,1399.82834,2715.8725000000004,1443.5124999999998,886.11,0.0,0.666667,0.583333,0.5
52,C10054,Silver,Chennai,Male,3500.0,1565.681099,691.825279,0.0,0.0,0.0,321.359135,0.0,0.0,0.0
53,C10055,Silver,Chennai,Male,3000.0,464.674156,3110.052742,1979.22,1443.5124999999998,0.0,1981.265503,0.666667,0.666667,0.0
54,C10056,Silver,Pune,Female,1000.0,6.660517,417.016763,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667
55,C10057,Gold,Kolkata,Male,6000.0,1311.995984,0.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0
56,C10058,Silver,Chennai,Male,4000.0,3625.218146,0.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0
57,C10059,Gold,Kolkata,Male,7500.0,2386.330629,4177.921542875,2715.8725000000004,1443.5124999999998,428.53,0.0,0.916667,0.75,0.5
58,C10060,Silver,Chennai,Male,4000.0,3971.138765,764.938728,0.0,0.0,0.0,224.575517,0.0,0.0,0.0
59,C10061,Gold,Kolkata,Male,6000.0,4942.9272155,2110.557023,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333
60,C10062,Gold,Kolkata,Male,6500.0,1879.114033,3509.686561,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0
61,C10063,Silver,Pune,Female,1600.0,1555.793701,338.083661,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0
62,C10064,Silver,Chennai,Male,4150.0,809.582978,4177.921542875,0.0,0.0,0.0,2784.5528481250003,0.0,0.0,0.0
63,C10065,Silver,Pune,Female,1600.0,7.152356,0.0,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0
64,C10067,Silver,Pune,Female,1850.0,1923.886805,3688.045998,1887.64,0.0,1171.59375,1605.949371,1.0,0.0,1.0
65,C10068,Silver,Pune,Female,1800.0,1758.059987,777.451648,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667
66,C10069,Silver,Pune,Female,1500.0,809.847455,146.074769,0.0,0.0,0.0,908.423608,0.0,0.0,0.0
67,C10070,Silver,Pune,Male,2500.0,1576.305029,540.022225,0.0,0.0,0.0,382.908547,0.0,0.0,0.0
68,C10071,Gold,Kolkata,Male,6000.0,3990.523579,4177.921542875,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333
69,C10072,Silver,Pune,Female,1700.0,1699.435486,1623.816348,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0
70,C10073,Gold,Kolkata,Male,6250.0,4942.9272155,1288.214909,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333
71,C10074,Gold,Kolkata,Male,7000.0,2990.422186,4177.921542875,2715.8725000000004,1443.5124999999998,1171.59375,2784.5528481250003,0.666667,0.5,0.583333
72,C10075,Gold,Kolkata,Male,7000.0,656.01301,910.457985,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0
73,C10077,Silver,Pune,Female,2250.0,1808.972419,889.017418,713.9,503.08,210.82,0.0,0.5,0.1,0.4
74,C10078,Gold,Kolkata,Male,6000.0,532.334517,1305.177304,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818
75,C10079,Gold,Kolkata,Male,6000.0,4942.9272155,1990.044998,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75
76,C10080,Platinum,Bengaluru,Male,11000.0,1727.638449,2959.920544,606.11,606.11,0.0,0.0,1.0,0.75,0.0
77,C10081,Silver,Pune,Female,1500.0,578.809679,1438.910569,320.0,0.0,320.0,0.0,0.75,0.0,0.666667
78,C10082,Silver,Pune,Female,1200.0,1205.716678,29.278671,0.0,0.0,0.0,38.325801,0.0,0.0,0.0
79,C10083,Gold,Kolkata,Male,7000.0,4942.9272155,1624.583114,388.66,388.66,0.0,2784.5528481250003,0.583333,0.583333,0.0
80,C10084,Gold,Kolkata,Male,5000.0,17.357563,357.802082,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333
81,C10085,Gold,Bengaluru,Female,9500.0,81.584711,116.569033,0.0,0.0,0.0,2784.5528481250003,0.0,0.0,0.0
82,C10086,Platinum,Delhi,Male,12000.0,3.78631,210.053432,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25
83,C10087,Silver,Pune,Female,1200.0,42.46443,725.606194,396.0,0.0,396.0,0.0,0.5,0.0,0.416667
84,C10088,Gold,Bengaluru,Female,9000.0,1935.362486,4177.921542875,2715.8725000000004,1443.5124999999998,400.26,293.844792,1.0,0.75,0.333333
85,C10089,Titanium,Delhi,Female,13850.0,134.917202,1275.229436,1247.8,1247.8,0.0,0.0,1.0,0.75,0.0
86,C10090,Platinum,Bengaluru,Male,11000.0,4942.9272155,4177.921542875,1603.78,1443.5124999999998,158.64,2784.5528481250003,1.0,0.75,1.0
87,C10092,Platinum,Delhi,Male,13500.0,4942.9272155,3021.575846,2258.01,1318.78,939.23,2784.5528481250003,1.0,0.75,1.0
88,C10093,Gold,Chennai,Male,4500.0,4037.305658,1073.844885,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0
89,C10094,Gold,Kolkata,Male,6500.0,4942.9272155,1502.205631,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0
90,C10095,Gold,Bengaluru,Female,9000.0,4942.9272155,4177.921542875,2715.8725000000004,1147.83,1171.59375,370.737197,1.0,0.25,0.916667
91,C10096,Silver,Chennai,Male,4000.0,1977.00709,3056.424974,1032.04,226.9,805.14,2784.5528481250003,0.909091,0.090909,0.818182
92,C10097,Silver,Pune,Female,1800.0,1321.47608,440.840439,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0
93,C10098,Silver,Pune,Female,2400.0,1307.717841,0.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0
94,C10099,Silver,Pune,Female,2400.0,2329.485768,0.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0
95,C10100,Silver,Pune,Female,1200.0,1139.782882,151.823651,0.0,0.0,0.0,120.612912,0.0,0.0,0.0
96,C10101,Gold,Kolkata,Male,6000.0,1619.955708,417.128532,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0
97,C10102,Silver,Chennai,Male,4000.0,3505.671311,0.0,0.0,0.0,0.0,1713.984305,0.0,0.0,0.0
98,C10103,Gold,Kolkata,Male,7000.0,4.708041,217.820198,79.0,0.0,79.0,0.0,0.25,0.0,0.166667
99,C10104,Silver,Chennai,Male,3000.0,0.0,138.021428,0.0,0.0,0.0,89.849004,0.0,0.0,0.0
100,C10105,Silver,Pune,Female,1500.0,4.875885,26.487919,20.0,20.0,0.0,0.0,0.111111,0.111111,0.0
101,C10106,Silver,Pune,Female,2000.0,23.394411,712.149153,1346.28,0.0,1171.59375,0.0,1.0,0.0,1.0
102,C10107,Gold,Kolkata,Male,5700.0,3539.801912,4177.921542875,2715.8725000000004,1443.5124999999998,1171.59375,0.0,0.916667,0.75,0.833333
103,C10108,Gold,Chennai,Male,4500.0,0.62424,0.0,389.96,0.0,389.96,0.0,1.0,0.0,1.0
104,C10109,Silver,Chennai,Male,4000.0,862.07238,2236.890255,0.0,0.0,0.0,920.309805,0.0,0.0,0.0
105,C10110,Silver,Chennai,Male,4000.0,2441.542991,532.741699,808.0,808.0,0.0,959.857263,0.25,0.25,0.0
106,C10111,Silver,Pune,Male,2500.0,408.656365,1097.78942,941.64,0.0,941.64,0.0,1.0,0.0,1.0
107,C10112,Gold,Bengaluru,Female,8000.0,4942.9272155,1241.538024,0.0,0.0,0.0,2784.5528481250003,0.0,0.0,0.0
108,C10113,Silver,Pune,Female,2000.0,1246.624558,577.050373,423.7,177.64,246.06,412.399058,0.666667,0.166667,0.5
109,C10114,Gold,Bengaluru,Female,9000.0,4942.9272155,4177.921542875,2715.8725000000004,1443.5124999999998,1171.59375,2784.5528481250003,1.0,0.75,1.0
110,C10115,Gold,Kolkata,Male,5500.0,156.216753,858.976682,1354.86,585.63,769.23,0.0,0.916667,0.333333,0.833333
111,C10116,Silver,Chennai,Male,4200.0,3393.351236,0.0,0.0,0.0,0.0,1008.348672,0.0,0.0,0.0
112,C10117,Gold,Bengaluru,Female,8500.0,4942.9272155,1509.423237,2715.8725000000004,857.12,1171.59375,2510.352951,1.0,0.25,1.0
113,C10118,Gold,Kolkata,Male,7000.0,4942.9272155,1277.76778,0.0,0.0,0.0,2784.5528481250003,0.0,0.0,0.0
114,C10119,Gold,Kolkata,Male,5000.0,175.341651,1884.227778,1508.9,1252.36,256.54,0.0,0.666667,0.416667,0.333333
115,C10120,Silver,Chennai,Male,3000.0,680.195157,552.432305,1045.57,667.95,377.62,0.0,1.0,0.583333,1.0
116,C10121,Gold,Kolkata,Male,6500.0,223.763616,1206.81188,2309.78,0.0,1171.59375,0.0,0.583333,0.0,0.5
117,C10122,Silver,Pune,Female,1800.0,1785.626943,687.691735,0.0,0.0,0.0,576.206382,0.0,0.0,0.0
118,C10123,Gold,Kolkata,Male,7000.0,54.933231,1969.845566,495.0,0.0,495.0,0.0,0.166667,0.0,0.166667
119,C10124,Silver,Chennai,Male,3000.0,2662.629852,932.418855,0.0,0.0,0.0,509.023801,0.0,0.0,0.0
120,C10125,Titanium,Mumbai,Male,13850.0,4942.9272155,1888.756861,2715.8725000000004,1443.5124999999998,1171.59375,1686.599777,1.0,0.75,1.0
121,C10126,Gold,Bengaluru,Female,9000.0,1464.324632,0.0,1174.39,1174.39,0.0,0.0,0.25,0.25,0.0
122,C10127,Gold,Bengaluru,Female,8500.0,2114.158683,3564.977774,2715.8725000000004,0.0,1171.59375,0.0,1.0,0.0,1.0
123,C10128,Silver,Chennai,Male,3200.0,2876.396444,1065.426905,0.0,0.0,0.0,998.84867,0.0,0.0,0.0
124,C10130,Titanium,Mumbai,Male,13850.0,4942.9272155,3066.614272,0.0,0.0,0.0,2784.5528481250003,0.0,0.0,0.0
125,C10131,Silver,Pune,Male,2800.0,2392.917738,4177.921542875,2715.8725000000004,1443.5124999999998,0.0,0.0,0.916667,0.75,0.0
126,C10132,Silver,Pune,Female,1200.0,57.453201,385.853874,0.0,0.0,0.0,272.713302,0.0,0.0,0.0
127,C10133,Gold,Kolkata,Male,5000.0,4245.855092,1004.35474,1957.3,1077.3,880.0,0.0,0.833333,0.166667,0.583333
128,C10134,Titanium,Mumbai,Male,13850.0,4942.9272155,2606.059389,150.64,150.64,0.0,2784.5528481250003,0.083333,0.083333,0.0
129,C10135,Platinum,Delhi,Male,13000.0,69.405545,0.0,0.0,0.0,0.0,2784.5528481250003,0.0,0.0,0.0
130,C10136,Gold,Kolkata,Male,5000.0,116.654149,0.0,907.0,907.0,0.0,273.558033,0.25,0.25,0.0
131,C10137,Gold,Kolkata,Male,5000.0,4637.848144,1906.032044,1271.12,351.54,919.58,0.0,0.833333,0.25,0.833333
132,C10138,Silver,Chennai,Male,3000.0,24.28497,319.762903,250.6,0.0,250.6,0.0,0.583333,0.0,0.5
133,C10139,Platinum,Delhi,Male,13000.0,4942.9272155,4177.921542875,796.33,796.33,0.0,2784.5528481250003,0.083333,0.083333,0.0
134,C10140,Silver,Chennai,Male,4000.0,231.108995,554.116542,440.0,0.0,440.0,0.0,0.916667,0.0,0.916667
135,C10141,Silver,Pune,Female,2000.0,1562.633343,1020.783647,1330.62,1169.63,160.99,0.0,0.5,0.166667,0.25
136,C10142,Titanium,Mumbai,Male,13850.0,2494.868559,1015.311953,2715.8725000000004,1390.5,1171.59375,0.0,1.0,0.5,1.0
137,C10143,Silver,Pune,Female,1200.0,706.132889,972.358048,897.86,714.52,183.34,586.268966,0.916667,0.333333,0.916667
138,C10144,Titanium,Mumbai,Male,13850.0,4942.9272155,4177.921542875,2715.8725000000004,1443.5124999999998,1171.59375,0.0,1.0,0.75,1.0
139,C10145,Silver,Pune,Male,2500.0,2235.103331,1061.292471,720.6,720.6,0.0,723.308724,1.0,0.75,0.0
140,C10146,Silver,Pune,Female,1000.0,947.13081,492.200419,197.06,148.66,48.4,0.0,0.333333,0.25,0.166667
141,C10147,Gold,Kolkata,Male,7500.0,764.042156,1566.806897,0.0,0.0,0.0,1307.102516,0.0,0.0,0.0
142,C10148,Gold,Kolkata,Male,7000.0,4942.9272155,0.0,0.0,0.0,0.0,2784.5528481250003,0.0,0.0,0.0
143,C10149,Titanium,Mumbai,Male,13850.0,4942.9272155,3219.621433,2084.48,1300.48,784.0,0.0,0.666667,0.416667,0.583333
144,C10150,Gold,Kolkata,Male,6500.0,2163.678757,4177.921542875,2715.8725000000004,1443.5124999999998,1171.59375,0.0,1.0,0.75,1.0
145,C10151,Gold,Kolkata,Male,7500.0,3057.400553,698.854095,1025.0,1025.0,0.0,0.0,0.083333,0.083333,0.0
146,C10152,Platinum,Bengaluru,Male,10000.0,19.354559,746.691026,689.7,0.0,689.7,0.0,0.833333,0.0,0.833333
147,C10153,Gold,Bengaluru,Female,9000.0,264.811595,1235.630069,28.65,28.65,0.0,384.26178,0.083333,0.083333,0.0
148,C10154,Silver,Pune,Female,1500.0,1108.22253,1955.198953,944.96,164.96,780.0,0.0,0.5,0.25,0.416667
149,C10155,Platinum,Delhi,Male,13500.0,906.573724,1855.235407,1039.2,80.0,959.2,103.102091,0.833333,0.083333,0.833333
150,C10156,Gold,Kolkata,Male,7000.0,4942.9272155,3685.61062,2715.8725000000004,0.0,1171.59375,555.469352,0.583333,0.0,0.5
151,C10157,Gold,Kolkata,Male,6500.0,1523.911458,2254.26002,2715.8725000000004,1443.5124999999998,753.09,0.0,1.0,0.75,1.0
152,C10158,Gold,Bengaluru,Female,8000.0,49.206256,835.839952,870.24,0.0,870.24,0.0,1.0,0.0,1.0
153,C10159,Titanium,Mumbai,Male,13850.0,4942.9272155,4177.921542875,2715.8725000000004,1443.5124999999998,1171.59375,2444.445738,1.0,0.75,1.0
154,C10160,Silver,Chennai,Male,4000.0,106.455975,2573.722764,2463.12,789.53,1171.59375,0.0,1.0,0.5,1.0
155,C10161,Titanium,Mumbai,Male,13850.0,119.760904,3104.275623,1859.34,0.0,1171.59375,0.0,0.333333,0.0,0.25
156,C10162,Gold,Kolkata,Male,7900.0,4942.9272155,0.0,2715.8725000000004,1443.5124999999998,226.24,2784.5528481250003,1.0,0.75,0.5
157,C10163,Silver,Pune,Female,1800.0,1734.510004,363.474455,0.0,0.0,0.0,66.275851,0.0,0.0,0.0
158,C10164,Platinum,Bengaluru,Male,11000.0,2765.748281,4177.921542875,2715.8725000000004,1443.5124999999998,1171.59375,0.0,1.0,0.75,0.666667
159,C10165,Silver,Pune,Female,1200.0,1046.37041,439.407082,295.0,295.0,0.0,93.579809,0.083333,0.083333,0.0
160,C10166,Silver,Chennai,Male,3000.0,2737.367678,778.827993,0.0,0.0,0.0,429.691164,0.0,0.0,0.0
161,C10167,Gold,Bengaluru,Female,8500.0,4014.818167,1009.185035,0.0,0.0,0.0,988.356213,0.0,0.0,0.0
162,C10168,Silver,Pune,Female,1200.0,871.568977,1110.886425,648.22,115.0,533.22,0.0,1.0,0.083333,1.0
163,C10169,Silver,Chennai,Male,4000.0,1610.040203,422.711848,557.19,525.64,31.55,0.0,0.25,0.083333,0.166667
164,C10170,Silver,Pune,Female,1000.0,114.593817,367.109312,469.98,0.0,469.98,0.0,1.0,0.0,0.833333
165,C10171,Gold,Kolkata,Male,6500.0,4942.9272155,1346.365584,0.0,0.0,0.0,369.950794,0.0,0.0,0.0
166,C10172,Gold,Bengaluru,Female,8000.0,823.103926,2916.071564,131.64,0.0,131.64,0.0,1.0,0.0,1.0
167,C10173,Platinum,Delhi,Female,13850.0,595.677343,4177.921542875,2715.8725000000004,1443.5124999999998,747.61,1424.442602,0.916667,0.666667,0.75
168,C10174,Silver,Pune,Female,1000.0,1128.124563,1202.711782,924.6,0.0,924.6,0.0,1.0,0.0,1.0
169,C10175,Silver,Chennai,Male,4000.0,349.441102,1795.012223,1975.4,1393.5,581.9,0.0,0.666667,0.416667,0.333333
170,C10176,Silver,Chennai,Male,4000.0,840.804076,3621.266477,0.0,0.0,0.0,2784.5528481250003,0.0,0.0,0.0
171,C10177,Platinum,Bengaluru,Male,10500.0,975.942008,4177.921542875,2715.8725000000004,1443.5124999999998,1171.59375,1620.685551,1.0,0.75,0.833333
172,C10178,Platinum,Delhi,Male,12500.0,23.111088,291.948834,300.0,0.0,300.0,0.0,0.25,0.0,0.166667
173,C10179,Silver,Chennai,Male,3000.0,2187.732265,1423.788603,0.0,0.0,0.0,2784.5528481250003,0.0,0.0,0.0
174,C10180,Platinum,Delhi,Male,13850.0,4942.9272155,4177.921542875,2715.8725000000004,1443.5124999999998,1029.46,1626.351366,1.0,0.75,1.0
175,C10181,Silver,Pune,Female,1800.0,1608.451822,470.565984,0.0,0.0,0.0,205.737165,0.0,0.0,0.0
176,C10182,Silver,Pune,Female,2300.0,1872.926275,0.0,766.61,766.61,0.0,1017.120578,0.833333,0.75,0.0
177,C10183,Silver,Chennai,Male,3000.0,2933.240476,2431.578544,0.0,0.0,0.0,2040.433925,0.0,0.0,0.0
178,C10184,Titanium,Mumbai,Male,13850.0,336.799916,2814.231227,2715.8725000000004,1443.5124999999998,1171.59375,0.0,1.0,0.416667,0.916667
179,C10185,Gold,Kolkata,Male,5300.0,36.236312,831.375322,256.11,0.0,256.11,0.0,0.416667,0.0,0.416667
180,C10186,Silver,Pune,Male,2500.0,903.29781,1686.196344,2697.48,150.5,1171.59375,0.0,1.0,0.333333,1.0
181,C10187,Gold,Kolkata,Male,5000.0,0.0,0.0,23.0,0.0,23.0,0.0,0.083333,0.0,0.083333
182,C10188,Gold,Chennai,Male,4500.0,2881.253586,4177.921542875,117.0,0.0,117.0,2784.5528481250003,0.25,0.0,0.166667
183,C10189,Platinum,Delhi,Male,12000.0,5.465999,0.0,196.81,173.0,23.81,0.0,0.083333,0.083333,0.083333
184,C10190,Platinum,Bengaluru,Male,10000.0,117.442684,441.588141,653.73,493.0,160.73,0.0,0.666667,0.416667,0.416667
185,C10191,Silver,Pune,Female,1200.0,168.522709,2612.760497,2009.05,0.0,1171.59375,0.0,0.833333,0.0,0.75
186,C10192,Gold,Kolkata,Male,6000.0,1706.014379,1186.062765,147.78,0.0,147.78,1657.090283,0.166667,0.0,0.166667
187,C10193,Silver,Pune,Female,900.0,874.583247,579.749308,516.54,159.07,357.47,0.0,1.0,0.333333,0.916667
188,C10194,Silver,Pune,Female,2400.0,861.001207,0.0,969.56,969.56,0.0,446.233197,0.416667,0.416667,0.0
189,C10196,Silver,Pune,Female,1500.0,966.251742,277.522439,311.45,311.45,0.0,955.959749,0.333333,0.333333,0.0
190,C10197,Gold,Kolkata,Male,6150.0,38.615644,254.392984,280.4,280.4,0.0,0.0,0.25,0.25,0.0
191,C10198,Gold,Kolkata,Male,6000.0,189.687964,0.0,66.14,66.14,0.0,0.0,0.083333,0.083333,0.0
192,C10199,Silver,Chennai,Male,4000.0,40.417255,1647.880773,79.2,79.2,0.0,1631.576375,0.083333,0.083333,0.0
193,C10200,Titanium,Delhi,Female,13850.0,4942.9272155,1382.269127,1453.32,0.0,1171.59375,0.0,0.5,0.0,0.5
194,C10201,Silver,Chennai,Male,4000.0,3983.923705,1110.870941,756.54,756.54,0.0,0.0,0.5,0.5,0.0
195,C10202,Platinum,Bengaluru,Male,11500.0,4942.9272155,1412.597253,2715.8725000000004,603.75,1171.59375,0.0,0.916667,0.166667,0.833333
196,C10203,Gold,Bengaluru,Female,8000.0,281.170378,2422.911622,2715.8725000000004,56.8,1171.59375,0.0,0.75,0.083333,0.666667
197,C10204,Platinum,Delhi,Female,13850.0,130.251538,1043.55929,1343.19,1082.79,260.4,0.0,1.0,0.75,0.583333
198,C10205,Gold,Bengaluru,Female,8000.0,1973.814964,541.722532,873.0,873.0,0.0,0.0,0.166667,0.166667,0.0
199,C10206,Gold,Kolkata,Male,6000.0,4942.9272155,2976.579866,47.55,0.0,47.55,2039.52804,0.166667,0.0,0.166667
200,C10207,Titanium,Mumbai,Male,13850.0,43.103899,1212.054219,370.0,370.0,0.0,0.0,0.166667,0.166667,0.0
201,C10208,Silver,Pune,Female,2000.0,566.546048,1249.835142,405.75,313.75,92.0,1044.651618,0.5,0.166667,0.416667
202,C10209,Silver,Chennai,Male,4000.0,24.527253,376.758504,261.64,0.0,261.64,0.0,0.833333,0.0,0.833333
203,C10211,Platinum,Delhi,Male,13850.0,4942.9272155,4177.921542875,1989.28,842.8,1146.48,893.757903,0.333333,0.166667,0.166667
204,C10212,Gold,Kolkata,Male,7500.0,4559.779234,4177.921542875,2715.8725000000004,1443.5124999999998,1171.59375,0.0,1.0,0.666667,1.0
